student_id,class_id,school_id,municipality_code,cpr_number,cpr_masked,first_name,last_name,gender,birth_date,enrollment_date,guardian_name,guardian_phone,guardian_email,address,postal_code,special_needs,is_active,created_at,updated_at
STU-005251,CLS-00088,101-SCH-001,101,040619-2267,040619-XXXX,Frederik,Larsen,M,2019-06-04,2026-03-10,Oliver Larsen,+45 43 61 17 83,larsenfamilie@email.dk,Nørregade 23,2706,Ingen,true,2026-03-10 08:00:00,2026-03-10 08:00:00
STU-005252,CLS-00011,101-SCH-002,101,170419-3848,170419-XXXX,Lærke,Madsen,F,2019-04-17,2026-03-10,Noah Madsen,+45 58 76 51 39,madsenfamilie@email.dk,Parkvej 131,6930,Ingen,true,2026-03-10 08:00:00,2026-03-10 08:00:00
STU-005253,CLS-00161,101-SCH-005,101,260719-1291,260719-XXXX,Frederik,Larsen,M,2019-07-26,2026-03-10,Oscar Larsen,+45 68 79 65 32,larsenfamilie@email.dk,Parkvej 108,6808,Dysleksi,true,2026-03-10 08:00:00,2026-03-10 08:00:00
STU-005254,CLS-00248,101-SCH-004,101,270818-1855,270818-XXXX,Emil,Kristensen,M,2018-08-27,2026-03-10,Sebastian Kristensen,+45 23 50 63 22,kristensenfamilie@email.dk,Vestergade 53,1155,Dysleksi,true,2026-03-10 08:00:00,2026-03-10 08:00:00
STU-005255,CLS-00196,101-SCH-002,101,280819-4736,280819-XXXX,Lærke,Pedersen,F,2019-08-28,2026-03-10,Oliver Pedersen,+45 87 55 49 49,pedersenfamilie@email.dk,Skovvej 200,1008,ADHD,true,2026-03-10 08:00:00,2026-03-10 08:00:00
STU-005256,CLS-00122,101-SCH-002,101,021018-9595,021018-XXXX,Victor,Pedersen,M,2018-10-02,2026-03-10,Alfred Pedersen,+45 36 91 95 38,pedersenfamilie@email.dk,Kirkevej 144,8054,ADHD,true,2026-03-10 08:00:00,2026-03-10 08:00:00
STU-005257,CLS-00252,101-SCH-007,101,270118-3932,270118-XXXX,Sofia,Thomsen,F,2018-01-27,2026-03-10,Emil Thomsen,+45 74 42 85 60,thomsenfamilie@email.dk,Nørregade 52,4286,Ingen,true,2026-03-10 08:00:00,2026-03-10 08:00:00
STU-005258,CLS-00088,101-SCH-007,101,100619-3582,100619-XXXX,Sofia,Nielsen,F,2019-06-10,2026-03-10,Lucas Nielsen,+45 39 49 60 53,nielsenfamilie@email.dk,Nørregade 122,2562,Ingen,true,2026-03-10 08:00:00,2026-03-10 08:00:00
STU-005259,CLS-00228,101-SCH-004,101,070419-9395,070419-XXXX,Rasmus,Larsen,M,2019-04-07,2026-03-10,Lucas Larsen,+45 46 40 18 89,larsenfamilie@email.dk,Strandvej 147,7144,Dysleksi,true,2026-03-10 08:00:00,2026-03-10 08:00:00
STU-005260,CLS-00159,101-SCH-005,101,270919-7967,270919-XXXX,Oliver,Pedersen,M,2019-09-27,2026-03-10,Noah Pedersen,+45 97 62 16 10,pedersenfamilie@email.dk,Skovvej 133,5866,Ingen,true,2026-03-10 08:00:00,2026-03-10 08:00:00
