teacher_id,school_id,municipality_code,cpr_number,cpr_masked,first_name,last_name,gender,birth_date,email,phone,hire_date,subjects,salary_band,is_active,created_at,updated_at
TCH-00366,101-SCH-004,101,301289-4930,301289-XXXX,Emma,Pedersen,F,1989-12-30,emma.pedersen@skole.dk,+45 67 16 84 13,2026-03-10,Idræt,C,true,2026-03-10 08:00:00,2026-03-10 08:00:00
TCH-00367,101-SCH-001,101,310875-8440,310875-XXXX,Karla,Andersen,F,1975-08-31,karla.andersen@skole.dk,+45 53 92 62 38,2026-03-10,"Biologi,Billedkunst",A,true,2026-03-10 08:00:00,2026-03-10 08:00:00
TCH-00368,751-SCH-002,751,250280-7113,250280-XXXX,Noah,Olsen,M,1980-02-25,noah.olsen@skole.dk,+45 57 94 96 32,2026-03-10,Fysik,B,true,2026-03-10 08:00:00,2026-03-10 08:00:00
TCH-00369,751-SCH-004,751,310598-9240,310598-XXXX,Sofie,Pedersen,F,1998-05-31,sofie.pedersen@skole.dk,+45 40 17 93 93,2026-03-10,"Idræt,Engelsk,Geografi",C,true,2026-03-10 08:00:00,2026-03-10 08:00:00
TCH-00370,461-SCH-001,461,070190-8733,070190-XXXX,Mikkel,Pedersen,M,1990-01-07,mikkel.pedersen@skole.dk,+45 53 35 16 63,2026-03-10,"Musik,Fysik",C,true,2026-03-10 08:00:00,2026-03-10 08:00:00
TCH-00371,461-SCH-006,461,270290-2049,270290-XXXX,Magnus,Larsen,M,1990-02-27,magnus.larsen@skole.dk,+45 50 30 69 82,2026-03-10,"Historie,Geografi,Dansk",B,true,2026-03-10 08:00:00,2026-03-10 08:00:00
TCH-00372,851-SCH-003,851,191271-6069,191271-XXXX,Alfred,Christensen,M,1971-12-19,alfred.christensen@skole.dk,+45 44 58 80 44,2026-03-10,"Billedkunst,Engelsk",A,true,2026-03-10 08:00:00,2026-03-10 08:00:00
TCH-00373,851-SCH-002,851,090671-5667,090671-XXXX,Christian,Kristensen,M,1971-06-09,christian.kristensen@skole.dk,+45 87 67 31 77,2026-03-10,"Fysik,Biologi",B,true,2026-03-10 08:00:00,2026-03-10 08:00:00
TCH-00374,561-SCH-009,561,030692-3360,030692-XXXX,Mathilde,Thomsen,F,1992-06-03,mathilde.thomsen@skole.dk,+45 28 23 55 61,2026-03-10,Billedkunst,A,true,2026-03-10 08:00:00,2026-03-10 08:00:00
TCH-00375,561-SCH-002,561,140595-4128,140595-XXXX,Ida,Jørgensen,F,1995-05-14,ida.jørgensen@skole.dk,+45 57 58 97 34,2026-03-10,"Historie,Biologi",A,true,2026-03-10 08:00:00,2026-03-10 08:00:00
