teacher_id,school_id,municipality_code,cpr_number,cpr_masked,first_name,last_name,gender,birth_date,email,phone,hire_date,subjects,salary_band,is_active,created_at,updated_at
TCH-00386,101-SCH-001,101,120470-4337,120470-XXXX,Rasmus,Pedersen,M,1970-04-12,rasmus.pedersen@skole.dk,+45 34 74 42 50,2026-03-12,"Geografi,Musik",B,true,2026-03-12 08:00:00,2026-03-12 08:00:00
TCH-00387,101-SCH-006,101,050672-8963,050672-XXXX,Victor,Madsen,M,1972-06-05,victor.madsen@skole.dk,+45 36 22 49 53,2026-03-12,"Geografi,Dansk,Fysik",C,true,2026-03-12 08:00:00,2026-03-12 08:00:00
TCH-00388,751-SCH-005,751,140983-5466,140983-XXXX,Isabella,Hansen,F,1983-09-14,isabella.hansen@skole.dk,+45 56 53 72 63,2026-03-12,Dansk,A,true,2026-03-12 08:00:00,2026-03-12 08:00:00
TCH-00389,751-SCH-006,751,280692-2667,280692-XXXX,Magnus,Pedersen,M,1992-06-28,magnus.pedersen@skole.dk,+45 29 71 18 87,2026-03-12,Biologi,B,true,2026-03-12 08:00:00,2026-03-12 08:00:00
TCH-00390,461-SCH-005,461,080670-9756,080670-XXXX,Mathilde,Larsen,F,1970-06-08,mathilde.larsen@skole.dk,+45 83 36 67 64,2026-03-12,Dansk,B,true,2026-03-12 08:00:00,2026-03-12 08:00:00
TCH-00391,461-SCH-005,461,251296-1516,251296-XXXX,Ella,Jørgensen,F,1996-12-25,ella.jørgensen@skole.dk,+45 81 63 49 30,2026-03-12,"Matematik,Geografi",C,true,2026-03-12 08:00:00,2026-03-12 08:00:00
TCH-00392,851-SCH-003,851,231188-4351,231188-XXXX,Magnus,Madsen,M,1988-11-23,magnus.madsen@skole.dk,+45 51 44 76 41,2026-03-12,"Geografi,Dansk",C,true,2026-03-12 08:00:00,2026-03-12 08:00:00
TCH-00393,851-SCH-004,851,111275-5812,111275-XXXX,Alma,Christensen,F,1975-12-11,alma.christensen@skole.dk,+45 68 18 67 64,2026-03-12,"Kemi,Geografi,Musik",C,true,2026-03-12 08:00:00,2026-03-12 08:00:00
TCH-00394,561-SCH-001,561,191087-3595,191087-XXXX,Emil,Nielsen,M,1987-10-19,emil.nielsen@skole.dk,+45 41 33 17 72,2026-03-12,"Historie,Matematik",A,true,2026-03-12 08:00:00,2026-03-12 08:00:00
TCH-00395,561-SCH-002,561,300475-9523,300475-XXXX,Frederik,Hansen,M,1975-04-30,frederik.hansen@skole.dk,+45 21 96 29 56,2026-03-12,Fysik,A,true,2026-03-12 08:00:00,2026-03-12 08:00:00
