student_id,class_id,school_id,municipality_code,cpr_number,cpr_masked,first_name,last_name,gender,birth_date,enrollment_date,guardian_name,guardian_phone,guardian_email,address,postal_code,special_needs,is_active,created_at,updated_at
STU-005351,CLS-00116,101-SCH-003,101,270418-6114,270418-XXXX,Ida,Jensen,F,2018-04-27,2026-03-12,Victor Jensen,+45 93 10 34 41,jensenfamilie@email.dk,Vestergade 143,8162,Ingen,true,2026-03-12 08:00:00,2026-03-12 08:00:00
STU-005352,CLS-00225,101-SCH-002,101,181018-6700,181018-XXXX,Clara,Nielsen,F,2018-10-18,2026-03-12,Alfred Nielsen,+45 51 84 11 74,nielsenfamilie@email.dk,Østergade 95,9565,ADHD,true,2026-03-12 08:00:00,2026-03-12 08:00:00
STU-005353,CLS-00011,101-SCH-007,101,250518-4485,250518-XXXX,Malthe,Thomsen,M,2018-05-25,2026-03-12,Malthe Thomsen,+45 82 15 45 32,thomsenfamilie@email.dk,Møllevej 149,4523,Ingen,true,2026-03-12 08:00:00,2026-03-12 08:00:00
STU-005354,CLS-00054,101-SCH-002,101,170318-2770,170318-XXXX,Anna,Thomsen,F,2018-03-17,2026-03-12,Sebastian Thomsen,+45 62 84 12 86,thomsenfamilie@email.dk,Nørregade 190,3579,ADHD,true,2026-03-12 08:00:00,2026-03-12 08:00:00
STU-005355,CLS-00175,101-SCH-007,101,141118-7746,141118-XXXX,Sofie,Sørensen,F,2018-11-14,2026-03-12,Alfred Sørensen,+45 92 27 45 34,sørensenfamilie@email.dk,Strandvej 181,2215,Ingen,true,2026-03-12 08:00:00,2026-03-12 08:00:00
STU-005356,CLS-00068,101-SCH-007,101,030419-8311,030419-XXXX,Alfred,Olsen,M,2019-04-03,2026-03-12,Rasmus Olsen,+45 26 41 90 28,olsenfamilie@email.dk,Søndergade 198,1531,Autisme,true,2026-03-12 08:00:00,2026-03-12 08:00:00
STU-005357,CLS-00156,101-SCH-004,101,241119-2571,241119-XXXX,Oscar,Petersen,M,2019-11-24,2026-03-12,Magnus Petersen,+45 53 23 41 58,petersenfamilie@email.dk,Kirkevej 105,6963,Ingen,true,2026-03-12 08:00:00,2026-03-12 08:00:00
STU-005358,CLS-00006,101-SCH-003,101,190219-8285,190219-XXXX,Oliver,Pedersen,M,2019-02-19,2026-03-12,Frederik Pedersen,+45 68 91 87 11,pedersenfamilie@email.dk,Hovedgade 39,9535,Dysleksi,true,2026-03-12 08:00:00,2026-03-12 08:00:00
STU-005359,CLS-00073,101-SCH-005,101,140318-8621,140318-XXXX,Emil,Kristensen,M,2018-03-14,2026-03-12,Sebastian Kristensen,+45 26 66 74 83,kristensenfamilie@email.dk,Strandvej 47,9838,Ingen,true,2026-03-12 08:00:00,2026-03-12 08:00:00
STU-005360,CLS-00196,101-SCH-005,101,150919-3824,150919-XXXX,Isabella,Christensen,F,2019-09-15,2026-03-12,Oliver Christensen,+45 94 90 51 50,christensenfamilie@email.dk,Møllevej 137,9378,ADHD,true,2026-03-12 08:00:00,2026-03-12 08:00:00
