teacher_id,school_id,municipality_code,cpr_number,cpr_masked,first_name,last_name,gender,birth_date,email,phone,hire_date,subjects,salary_band,is_active,created_at,updated_at
TCH-851-00001,851-SCH-004,851,311091-3141,311091-XXXX,Frederik,Thomsen,M,1991-10-31,frederik.thomsen@skole.dk,+45 97 48 50 37,2026-03-09,"Kemi,Fysik,Matematik",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00002,851-SCH-005,851,150494-3648,150494-XXXX,Anna,Pedersen,F,1994-04-15,anna.pedersen@skole.dk,+45 34 15 58 78,2026-03-09,Fysik,A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00003,851-SCH-002,851,030694-1853,030694-XXXX,Magnus,Rasmussen,M,1994-06-03,magnus.rasmussen@skole.dk,+45 45 94 88 40,2026-03-09,"Billedkunst,Engelsk",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00004,851-SCH-002,851,250783-7737,250783-XXXX,Oscar,Sørensen,M,1983-07-25,oscar.sørensen@skole.dk,+45 38 17 61 31,2026-03-09,"Biologi,Billedkunst,Matematik",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00005,851-SCH-005,851,190186-1158,190186-XXXX,Lærke,Madsen,F,1986-01-19,lærke.madsen@skole.dk,+45 50 22 43 74,2026-03-09,Engelsk,C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00006,851-SCH-001,851,051170-8576,051170-XXXX,Clara,Hansen,F,1970-11-05,clara.hansen@skole.dk,+45 88 76 24 85,2026-03-09,"Engelsk,Biologi",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00007,851-SCH-005,851,120472-1013,120472-XXXX,Rasmus,Sørensen,M,1972-04-12,rasmus.sørensen@skole.dk,+45 57 54 89 73,2026-03-09,"Fysik,Biologi",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00008,851-SCH-001,851,040992-9666,040992-XXXX,Emma,Kristensen,F,1992-09-04,emma.kristensen@skole.dk,+45 50 30 20 82,2026-03-09,Musik,B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00009,851-SCH-005,851,020779-8835,020779-XXXX,Magnus,Rasmussen,M,1979-07-02,magnus.rasmussen@skole.dk,+45 43 36 72 80,2026-03-09,"Kemi,Historie",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00010,851-SCH-003,851,250883-6698,250883-XXXX,Sofie,Jørgensen,F,1983-08-25,sofie.jørgensen@skole.dk,+45 50 34 27 62,2026-03-09,Dansk,A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00011,851-SCH-001,851,070891-3056,070891-XXXX,Sofia,Nielsen,F,1991-08-07,sofia.nielsen@skole.dk,+45 53 65 28 36,2026-03-09,"Biologi,Geografi",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00012,851-SCH-003,851,261290-6773,261290-XXXX,Sebastian,Thomsen,M,1990-12-26,sebastian.thomsen@skole.dk,+45 97 47 21 80,2026-03-09,"Idræt,Billedkunst,Fysik",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00013,851-SCH-003,851,150576-6830,150576-XXXX,Ida,Rasmussen,F,1976-05-15,ida.rasmussen@skole.dk,+45 98 54 42 19,2026-03-09,Billedkunst,C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00014,851-SCH-001,851,310777-9256,310777-XXXX,Lærke,Andersen,F,1977-07-31,lærke.andersen@skole.dk,+45 36 66 67 67,2026-03-09,"Biologi,Historie,Fysik",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00015,851-SCH-004,851,190476-4488,190476-XXXX,Mathilde,Rasmussen,F,1976-04-19,mathilde.rasmussen@skole.dk,+45 40 71 42 86,2026-03-09,"Matematik,Kemi,Engelsk",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00016,851-SCH-001,851,310874-9044,310874-XXXX,Lærke,Kristensen,F,1974-08-31,lærke.kristensen@skole.dk,+45 73 62 52 96,2026-03-09,"Idræt,Fysik,Biologi",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00017,851-SCH-003,851,230385-4352,230385-XXXX,Sofie,Jensen,F,1985-03-23,sofie.jensen@skole.dk,+45 95 47 79 50,2026-03-09,"Kemi,Billedkunst,Engelsk",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00018,851-SCH-001,851,190480-2425,190480-XXXX,Oscar,Sørensen,M,1980-04-19,oscar.sørensen@skole.dk,+45 69 49 96 97,2026-03-09,Kemi,B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00019,851-SCH-004,851,061081-6270,061081-XXXX,Sofie,Rasmussen,F,1981-10-06,sofie.rasmussen@skole.dk,+45 26 40 19 21,2026-03-09,Matematik,C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00020,851-SCH-002,851,180187-7222,180187-XXXX,Ella,Christensen,F,1987-01-18,ella.christensen@skole.dk,+45 81 23 27 99,2026-03-09,"Kemi,Biologi",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00021,851-SCH-002,851,010499-7803,010499-XXXX,Oliver,Kristensen,M,1999-04-01,oliver.kristensen@skole.dk,+45 77 99 46 21,2026-03-09,"Dansk,Idræt,Historie",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00022,851-SCH-005,851,070178-8743,070178-XXXX,Alfred,Pedersen,M,1978-01-07,alfred.pedersen@skole.dk,+45 57 99 61 15,2026-03-09,"Idræt,Kemi",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00023,851-SCH-003,851,050988-3285,050988-XXXX,Magnus,Hansen,M,1988-09-05,magnus.hansen@skole.dk,+45 66 80 50 57,2026-03-09,Geografi,A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00024,851-SCH-005,851,041277-1215,041277-XXXX,William,Pedersen,M,1977-12-04,william.pedersen@skole.dk,+45 30 64 28 65,2026-03-09,Fysik,A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00025,851-SCH-004,851,110384-2643,110384-XXXX,Sebastian,Andersen,M,1984-03-11,sebastian.andersen@skole.dk,+45 58 62 64 10,2026-03-09,"Billedkunst,Matematik,Historie",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00026,851-SCH-002,851,280197-7490,280197-XXXX,Isabella,Sørensen,F,1997-01-28,isabella.sørensen@skole.dk,+45 76 92 74 26,2026-03-09,"Idræt,Historie",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00027,851-SCH-002,851,020670-4572,020670-XXXX,Mathilde,Sørensen,F,1970-06-02,mathilde.sørensen@skole.dk,+45 64 99 90 58,2026-03-09,Engelsk,A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00028,851-SCH-005,851,310877-8182,310877-XXXX,Ella,Larsen,F,1977-08-31,ella.larsen@skole.dk,+45 68 26 86 51,2026-03-09,"Kemi,Idræt",B,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00029,851-SCH-003,851,080889-9210,080889-XXXX,Victoria,Madsen,F,1989-08-08,victoria.madsen@skole.dk,+45 94 45 39 86,2026-03-09,"Engelsk,Biologi,Musik",C,true,2026-03-09 08:00:00,2026-03-09 08:00:00
TCH-851-00030,851-SCH-001,851,250376-9150,250376-XXXX,Laura,Olsen,F,1976-03-25,laura.olsen@skole.dk,+45 55 42 27 86,2026-03-09,"Matematik,Geografi,Musik",A,true,2026-03-09 08:00:00,2026-03-09 08:00:00
